,year,divorce,happy,female,unem10
6763,1998,1,2,0,0.0
6765,1998,1,1,1,0.0
6768,1998,0,1,1,0.0
6772,1998,0,2,1,0.0
6773,1998,1,3,0,0.0
6782,1998,1,3,1,1.0
6788,1998,1,2,1,0.0
6792,1998,0,1,1,1.0
6794,1998,0,2,1,0.0
6800,1998,1,2,0,0.0
6804,1998,0,2,0,1.0
6805,1998,0,3,1,0.0
6809,1998,0,3,0,0.0
6810,1998,0,3,1,0.0
6812,1998,1,3,0,0.0
6813,1998,0,2,1,0.0
6814,1998,0,2,1,0.0
6817,1998,0,2,1,1.0
6818,1998,0,3,0,0.0
6820,1998,1,3,0,1.0
6826,1998,0,2,0,1.0
6828,1998,0,2,0,0.0
6829,1998,0,2,1,0.0
6833,1998,0,2,1,1.0
6834,1998,0,3,1,0.0
6836,1998,0,3,1,0.0
6837,1998,1,3,0,0.0
6838,1998,0,3,1,0.0
6839,1998,0,3,0,0.0
6844,1998,1,3,1,0.0
6849,1998,0,2,1,0.0
6850,1998,1,2,1,1.0
6853,1998,1,3,1,0.0
6854,1998,1,2,1,0.0
6855,1998,1,2,0,0.0
6860,1998,0,3,1,0.0
6861,1998,0,2,0,0.0
6864,1998,0,3,1,0.0
6870,1998,0,3,1,1.0
6871,1998,0,2,1,1.0
6880,1998,0,2,1,0.0
6881,1998,0,2,1,0.0
6887,1998,0,2,0,0.0
6888,1998,0,2,0,1.0
6889,1998,0,2,1,1.0
6892,1998,0,3,0,0.0
6894,1998,1,2,1,1.0
6895,1998,0,2,1,0.0
6896,1998,0,3,1,0.0
6898,1998,0,2,0,1.0
6901,1998,1,3,0,0.0
6902,1998,1,3,0,0.0
6905,1998,0,2,0,0.0
6909,1998,0,2,1,1.0
6912,1998,0,2,1,0.0
6913,1998,0,3,1,0.0
6914,1998,1,3,0,1.0
6921,1998,0,3,0,0.0
6924,1998,0,2,1,1.0
6927,1998,0,3,1,0.0
6928,1998,0,2,0,0.0
6933,1998,0,2,1,0.0
6936,1998,0,2,0,0.0
6938,1998,0,3,1,0.0
6939,1998,0,3,0,0.0
6940,1998,1,2,1,0.0
6942,1998,0,3,1,0.0
6947,1998,0,2,1,0.0
6950,1998,1,1,0,0.0
6954,1998,0,2,0,0.0
6955,1998,1,2,0,1.0
6956,1998,1,3,0,0.0
6957,1998,0,3,1,0.0
6961,1998,0,3,1,0.0
6963,1998,0,3,1,0.0
6965,1998,0,3,1,0.0
6968,1998,1,2,0,0.0
6969,1998,0,3,1,0.0
6973,1998,0,3,1,0.0
6974,1998,1,2,0,1.0
6977,1998,0,3,0,0.0
6982,1998,0,3,0,0.0
6984,1998,0,3,1,0.0
6985,1998,1,2,0,0.0
6988,1998,1,2,0,0.0
6991,1998,0,3,0,0.0
6992,1998,0,2,1,0.0
7005,1998,0,2,0,1.0
7008,1998,0,3,0,1.0
7009,1998,0,1,0,1.0
7011,1998,1,3,0,0.0
7012,1998,1,3,0,1.0
7015,1998,0,2,1,0.0
7019,1998,1,2,1,0.0
7020,1998,0,2,1,0.0
7022,1998,0,3,1,1.0
7025,1998,0,2,1,0.0
7026,1998,1,3,0,1.0
7027,1998,0,3,0,0.0
7030,1998,1,2,1,0.0
7031,1998,0,2,0,1.0
7033,1998,0,2,1,0.0
7037,1998,0,3,0,0.0
7041,1998,0,1,0,0.0
7052,1998,0,2,1,1.0
7054,1998,1,2,0,1.0
7057,1998,0,3,1,0.0
7058,1998,0,3,1,0.0
7059,1998,0,1,1,0.0
7060,1998,1,3,0,0.0
7061,1998,0,2,1,0.0
7062,1998,0,3,1,0.0
7065,1998,1,2,0,0.0
7067,1998,0,3,1,0.0
7068,1998,0,3,1,1.0
7069,1998,0,2,0,0.0
7071,1998,0,2,0,1.0
7076,1998,0,2,0,0.0
7078,1998,0,2,1,1.0
7079,1998,0,3,1,0.0
7082,1998,0,2,0,0.0
7083,1998,0,2,1,0.0
7087,1998,1,2,0,1.0
7088,1998,0,1,1,1.0
7091,1998,0,2,0,1.0
7100,1998,0,3,1,0.0
7105,1998,0,2,1,0.0
7108,1998,0,2,0,0.0
7110,1998,1,3,1,1.0
7111,1998,0,2,0,0.0
7114,1998,1,2,1,1.0
7117,1998,0,2,1,0.0
7119,1998,1,3,1,1.0
7120,1998,0,3,1,0.0
7124,1998,0,2,0,0.0
7128,1998,1,2,1,0.0
7129,1998,0,3,0,0.0
7130,1998,0,3,1,0.0
7132,1998,0,2,1,1.0
7133,1998,0,2,1,1.0
7136,1998,0,3,1,0.0
7137,1998,0,2,0,1.0
7140,1998,0,2,1,0.0
7142,1998,0,1,0,0.0
7143,1998,0,3,0,0.0
7148,1998,0,3,1,0.0
7150,1998,1,2,1,0.0
7155,1998,0,3,1,0.0
7161,1998,0,1,1,0.0
7162,1998,0,2,1,0.0
7166,1998,0,2,1,1.0
7168,1998,0,1,1,0.0
7169,1998,0,2,1,1.0
7172,1998,0,3,1,0.0
7173,1998,1,3,0,0.0
7178,1998,1,3,1,0.0
7182,1998,0,2,0,0.0
7187,1998,0,3,0,0.0
7188,1998,0,3,1,0.0
7191,1998,0,2,0,1.0
7192,1998,0,3,1,0.0
7196,1998,0,2,0,0.0
7197,1998,1,3,0,0.0
7212,1998,0,3,0,0.0
7213,1998,0,2,1,0.0
7215,1998,0,3,1,1.0
7216,1998,0,2,0,0.0
7218,1998,1,2,0,0.0
7220,1998,0,2,0,1.0
7223,1998,1,3,1,0.0
7224,1998,0,2,0,0.0
7225,1998,0,2,0,0.0
7227,1998,0,2,1,0.0
7232,1998,0,3,0,1.0
7235,1998,0,3,0,0.0
7237,1998,0,2,1,0.0
7239,1998,0,2,1,0.0
7242,1998,0,2,1,0.0
7244,1998,1,3,1,0.0
7245,1998,0,2,1,0.0
7248,1998,0,2,1,0.0
7249,1998,0,3,1,0.0
7253,1998,1,3,1,0.0
7257,1998,0,3,0,0.0
7258,1998,0,3,0,1.0
7261,1998,0,3,1,0.0
7262,1998,0,3,0,0.0
7263,1998,0,2,0,0.0
7269,1998,0,3,1,0.0
7270,1998,1,2,1,0.0
7271,1998,0,3,1,1.0
7273,1998,0,3,1,0.0
7274,1998,1,2,1,1.0
7275,1998,1,2,0,1.0
7277,1998,0,2,0,0.0
7279,1998,0,2,0,0.0
7281,1998,0,2,0,1.0
7282,1998,0,3,1,0.0
7284,1998,1,3,0,1.0
7287,1998,0,3,1,0.0
7292,1998,0,2,1,1.0
7297,1998,0,2,1,0.0
7299,1998,0,2,1,0.0
7300,1998,1,2,0,1.0
7305,1998,0,2,0,0.0
7308,1998,0,2,1,0.0
7309,1998,0,2,0,0.0
7312,1998,0,3,0,0.0
7313,1998,0,2,1,0.0
7314,1998,0,3,0,0.0
7323,1998,1,1,1,0.0
7327,1998,1,1,1,0.0
7330,1998,0,2,1,0.0
7331,1998,0,2,0,0.0
7336,1998,0,3,1,0.0
7339,1998,0,3,0,0.0
7341,1998,1,1,1,1.0
7349,1998,0,2,1,1.0
7353,1998,0,3,1,1.0
7354,1998,1,3,0,1.0
7355,1998,0,3,0,0.0
7356,1998,0,3,0,0.0
7358,1998,0,2,0,0.0
7362,1998,0,2,1,1.0
7364,1998,0,2,0,0.0
7369,1998,0,2,1,0.0
7371,1998,0,3,1,0.0
7372,1998,1,3,0,1.0
7374,1998,0,3,0,0.0
7375,1998,0,3,0,0.0
7376,1998,0,2,1,0.0
7379,1998,0,2,0,0.0
7380,1998,0,3,1,0.0
7381,1998,1,2,1,0.0
7382,1998,0,1,0,0.0
7385,1998,0,3,1,0.0
7386,1998,0,3,1,0.0
7388,1998,1,3,1,0.0
7393,1998,0,2,0,1.0
7394,1998,0,3,0,1.0
7396,1998,0,2,0,0.0
7398,1998,0,2,1,1.0
7399,1998,0,3,0,0.0
7403,1998,0,2,1,1.0
7404,1998,0,1,1,0.0
7406,1998,1,3,0,0.0
7409,1998,0,2,1,1.0
7413,1998,1,3,1,0.0
7414,1998,0,2,1,1.0
7416,1998,1,3,0,0.0
7418,1998,0,3,0,1.0
7419,1998,1,2,0,1.0
7424,1998,0,2,1,1.0
7427,1998,1,3,1,0.0
7428,1998,0,2,1,0.0
7430,1998,0,3,1,0.0
7431,1998,1,3,1,0.0
7437,1998,1,2,0,1.0
7439,1998,0,3,0,0.0
7448,1998,0,3,1,0.0
7451,1998,0,2,1,1.0
7452,1998,0,2,1,0.0
7460,1998,0,3,0,0.0
7466,1998,0,2,0,0.0
7476,1998,0,1,1,0.0
7478,1998,0,2,0,1.0
7485,1998,0,3,1,0.0
7487,1998,0,1,1,0.0
7488,1998,1,3,0,0.0
7491,1998,1,2,1,0.0
7495,1998,0,2,0,0.0
7496,1998,1,2,1,0.0
7499,1998,0,2,1,0.0
7502,1998,0,2,1,0.0
7505,1998,0,2,0,0.0
7506,1998,0,3,0,0.0
7508,1998,0,3,0,0.0
7509,1998,0,3,1,0.0
7512,1998,0,3,0,0.0
7515,1998,0,3,1,0.0
7516,1998,0,3,0,0.0
7519,1998,0,3,0,1.0
7525,1998,1,2,0,0.0
7527,1998,0,3,1,0.0
7529,1998,0,3,1,0.0
7533,1998,1,3,1,0.0
7535,1998,1,2,0,0.0
7536,1998,1,2,0,0.0
7539,1998,1,3,0,0.0
7546,1998,1,3,1,0.0
7548,1998,1,3,1,0.0
7550,1998,1,2,1,0.0
7551,1998,1,2,1,1.0
7554,1998,0,2,0,0.0
7557,1998,0,2,0,1.0
7559,1998,0,3,1,0.0
7561,1998,0,1,0,0.0
7562,1998,1,2,0,0.0
7564,1998,0,2,0,0.0
7565,1998,0,2,0,0.0
7567,1998,1,3,1,0.0
7568,1998,0,3,1,0.0
7570,1998,0,1,1,0.0
7574,1998,0,2,1,0.0
7575,1998,0,2,1,0.0
7576,1998,0,3,0,0.0
7580,1998,0,3,1,0.0
7582,1998,0,3,0,0.0
7583,1998,0,2,1,1.0
7586,1998,0,1,1,0.0
7589,1998,0,2,1,0.0
7591,1998,0,3,0,0.0
7593,1998,0,2,0,1.0
7598,1998,0,3,0,0.0
7600,1998,0,1,0,0.0
7605,1998,0,3,0,1.0
7608,1998,0,2,1,0.0
7618,1998,0,3,0,0.0
7619,1998,1,3,0,0.0
7621,1998,1,3,1,1.0
7622,1998,0,2,0,0.0
7624,1998,0,2,0,1.0
7625,1998,0,2,0,1.0
7627,1998,0,3,0,0.0
7629,1998,0,2,1,0.0
7632,1998,0,3,0,0.0
7634,1998,0,1,1,0.0
7635,1998,1,3,0,0.0
7638,1998,0,3,1,1.0
7639,1998,0,1,1,0.0
7644,1998,1,1,1,0.0
7646,1998,0,3,1,0.0
7648,1998,0,2,1,0.0
7649,1998,1,2,0,1.0
7651,1998,1,3,0,0.0
7653,1998,0,3,0,0.0
7654,1998,0,3,1,0.0
7656,1998,0,3,0,0.0
7657,1998,0,3,0,1.0
7662,1998,0,2,1,1.0
7664,1998,1,2,1,0.0
7670,1998,1,2,1,1.0
7672,1998,1,3,0,0.0
7673,1998,0,3,1,0.0
7674,1998,1,3,1,0.0
7677,1998,0,2,0,0.0
7685,1998,0,3,1,0.0
7686,1998,0,3,1,0.0
7691,1998,0,2,1,0.0
7692,1998,0,2,1,0.0
7702,1998,0,2,0,1.0
7705,1998,0,3,0,0.0
7706,1998,1,2,0,1.0
7707,1998,0,2,1,0.0
7709,1998,0,2,1,0.0
7710,1998,0,2,1,0.0
7714,1998,0,3,1,0.0
7715,1998,0,1,0,1.0
7717,1998,0,3,0,0.0
7718,1998,0,1,1,0.0
7720,1998,0,3,0,0.0
7735,1998,1,2,1,0.0
7736,1998,0,2,0,0.0
7746,1998,0,2,1,0.0
7749,1998,0,2,0,0.0
7750,1998,0,1,1,0.0
7752,1998,0,2,1,0.0
7754,1998,0,2,1,0.0
7755,1998,0,3,0,0.0
7757,1998,0,2,0,0.0
7759,1998,0,2,1,0.0
7760,1998,0,2,0,1.0
7766,1998,0,2,0,0.0
7767,1998,0,2,0,0.0
7771,1998,0,2,1,1.0
7775,1998,1,3,1,0.0
7776,1998,0,3,0,0.0
7778,1998,0,3,1,0.0
7794,1998,0,2,1,0.0
7818,1998,0,3,0,1.0
7828,1998,1,3,0,0.0
7829,1998,0,2,0,0.0
7832,1998,0,2,1,1.0
7845,1998,0,1,0,1.0
7846,1998,0,2,0,1.0
7847,1998,0,3,0,0.0
7848,1998,1,2,0,1.0
7852,1998,0,3,0,0.0
7853,1998,0,2,1,0.0
7856,1998,1,2,1,0.0
7857,1998,1,3,1,0.0
7859,1998,1,3,1,1.0
7860,1998,0,3,0,0.0
7863,1998,0,2,0,0.0
7865,1998,0,3,0,1.0
7866,1998,1,3,0,0.0
7867,1998,0,1,1,0.0
7869,1998,1,2,0,1.0
7870,1998,0,3,1,0.0
7873,1998,1,3,1,0.0
7875,1998,0,2,0,0.0
7878,1998,0,3,0,0.0
7880,1998,1,2,1,0.0
7887,1998,0,3,0,1.0
7889,1998,0,2,1,1.0
7890,1998,0,3,1,0.0
7892,1998,0,3,1,0.0
7894,1998,0,3,1,0.0
7895,1998,1,3,1,1.0
7896,1998,1,2,1,0.0
7897,1998,0,3,1,0.0
7899,1998,0,2,0,0.0
7900,1998,0,3,1,0.0
7901,1998,0,3,1,0.0
7905,1998,1,3,0,0.0
7906,1998,0,3,0,0.0
7908,1998,0,3,1,1.0
7913,1998,1,2,0,0.0
7916,1998,0,3,1,0.0
7918,1998,0,2,0,0.0
7921,1998,0,2,1,0.0
7933,1998,0,2,1,0.0
7937,1998,0,1,0,0.0
7940,1998,0,3,1,0.0
7945,1998,0,3,0,0.0
7946,1998,1,2,1,0.0
7947,1998,0,3,1,0.0
7948,1998,0,1,1,0.0
7950,1998,0,2,0,0.0
7952,1998,1,2,0,1.0
7958,1998,1,2,1,0.0
7961,1998,1,3,1,0.0
7962,1998,0,2,0,0.0
7965,1998,0,3,1,0.0
7968,1998,0,2,0,0.0
7970,1998,1,1,1,1.0
7974,1998,1,2,1,0.0
7976,1998,0,3,1,0.0
7982,1998,0,2,1,0.0
7984,1998,0,3,1,0.0
7987,1998,0,3,1,0.0
7988,1998,1,3,1,1.0
7991,1998,0,3,1,0.0
7995,1998,0,2,0,1.0
7997,1998,1,3,0,0.0
8000,1998,1,3,1,0.0
8001,1998,1,2,0,0.0
8005,1998,0,2,1,1.0
8006,1998,0,3,1,0.0
8007,1998,0,2,1,0.0
8008,1998,0,3,0,0.0
8010,1998,0,2,0,1.0
8014,1998,0,2,1,1.0
8016,1998,1,2,1,0.0
8022,1998,0,3,0,1.0
8024,1998,0,2,1,1.0
8027,1998,1,2,0,0.0
8031,1998,1,3,0,0.0
8032,1998,0,2,1,0.0
8033,1998,0,2,1,0.0
8036,1998,0,1,1,1.0
8037,1998,0,1,1,1.0
8040,1998,0,3,0,0.0
8041,1998,0,2,1,0.0
8044,1998,0,3,0,0.0
8047,1998,0,2,0,0.0
8053,1998,0,3,1,0.0
8054,1998,1,2,0,0.0
8057,1998,1,2,1,1.0
8059,1998,0,1,1,0.0
8061,1998,0,2,0,0.0
8064,1998,0,3,1,1.0
8066,1998,1,2,0,0.0
8071,1998,0,2,1,0.0
8074,1998,0,3,1,0.0
8077,1998,0,2,0,0.0
8078,1998,0,2,1,0.0
8080,1998,0,2,1,0.0
8083,1998,0,1,0,0.0
8087,1998,0,2,1,0.0
8093,1998,0,2,1,0.0
8094,1998,1,3,0,1.0
8097,1998,0,2,1,0.0
8098,1998,0,3,0,1.0
8101,1998,1,3,1,0.0
8103,1998,0,3,0,0.0
8104,1998,0,3,0,0.0
8109,1998,0,2,0,0.0
8112,1998,1,3,0,0.0
8113,1998,0,3,1,0.0
8117,1998,0,3,1,0.0
8120,1998,0,2,0,0.0
8123,1998,0,2,0,0.0
8126,1998,0,1,1,0.0
8129,1998,1,2,1,1.0
8131,1998,0,2,0,0.0
8134,1998,0,2,0,0.0
8138,1998,0,1,0,1.0
8139,1998,1,3,1,0.0
8143,1998,1,2,1,0.0
8144,1998,1,3,0,0.0
8147,1998,1,2,1,0.0
8151,1998,0,2,1,0.0
8152,1998,0,2,1,1.0
8153,1998,1,2,0,1.0
8155,1998,0,3,0,1.0
8158,1998,0,2,0,0.0
8162,1998,0,3,1,1.0
8163,1998,0,3,1,0.0
8164,1998,0,2,1,0.0
8165,1998,1,2,1,0.0
8168,1998,0,2,1,0.0
8170,1998,0,3,1,0.0
8180,1998,0,2,0,0.0
8183,1998,1,2,0,1.0
8184,1998,0,2,0,0.0
8186,1998,0,3,0,0.0
8187,1998,1,3,0,0.0
8190,1998,0,3,0,0.0
8192,1998,0,2,1,0.0
8193,1998,0,1,1,0.0
8194,1998,0,3,1,0.0
8195,1998,0,1,1,0.0
8196,1998,0,1,1,0.0
8198,1998,0,3,0,0.0
8199,1998,0,3,1,0.0
8203,1998,0,2,1,1.0
8204,1998,0,2,1,1.0
8205,1998,0,3,0,0.0
8210,1998,0,2,1,0.0
8212,1998,0,3,0,0.0
8213,1998,0,2,0,0.0
8219,1998,1,2,1,0.0
8223,1998,0,2,1,1.0
8226,1998,0,3,1,0.0
8228,1998,1,2,0,0.0
8229,1998,0,2,0,1.0
8231,1998,0,2,0,0.0
8232,1998,1,2,1,1.0
8234,1998,1,2,0,0.0
8237,1998,0,3,0,0.0
8238,1998,0,2,1,1.0
8239,1998,0,2,1,0.0
8241,1998,0,3,1,0.0
8242,1998,1,3,0,1.0
8243,1998,0,3,1,0.0
8244,1998,0,3,1,0.0
8245,1998,0,2,0,0.0
8251,1998,0,2,1,0.0
8252,1998,0,3,0,0.0
8253,1998,1,3,1,0.0
8254,1998,0,2,1,1.0
8256,1998,1,3,0,0.0
8258,1998,0,3,1,0.0
8259,1998,1,2,0,1.0
8260,1998,1,3,0,0.0
8261,1998,0,3,1,1.0
8263,1998,0,3,1,0.0
8266,1998,0,3,1,0.0
8267,1998,0,2,0,0.0
8272,1998,1,3,0,0.0
8273,1998,0,3,0,0.0
8274,1998,1,1,0,1.0
8276,1998,0,2,0,1.0
8281,1998,0,3,1,0.0
8282,1998,0,3,1,0.0
8287,1998,0,2,1,0.0
8290,1998,0,2,1,0.0
8292,1998,0,2,0,0.0
8295,1998,1,2,1,0.0
8296,1998,0,3,0,1.0
8299,1998,1,2,0,0.0
8300,1998,0,2,1,0.0
8302,1998,1,2,1,1.0
8303,1998,1,2,0,0.0
8305,1998,0,3,1,0.0
8308,1998,0,3,0,0.0
8309,1998,0,2,1,0.0
8311,1998,0,2,0,0.0
8312,1998,0,3,1,0.0
8313,1998,0,3,0,0.0
8316,1998,0,3,1,0.0
8317,1998,0,3,0,0.0
8320,1998,1,2,0,1.0
8321,1998,0,2,1,1.0
8322,1998,0,2,1,0.0
8323,1998,1,2,1,0.0
8328,1998,0,3,1,0.0
8334,1998,0,2,1,1.0
8337,1998,0,3,0,0.0
8344,1998,0,2,1,0.0
8345,1998,0,2,0,0.0
8351,1998,0,2,0,0.0
8352,1998,0,3,0,0.0
8353,1998,0,2,0,0.0
8354,1998,1,3,0,1.0
8357,1998,0,3,1,1.0
8365,1998,1,3,1,0.0
8366,1998,0,1,1,0.0
8368,1998,0,3,1,0.0
8375,1998,0,1,0,1.0
8379,1998,1,2,1,0.0
8380,1998,0,3,1,0.0
8381,1998,0,3,1,0.0
8383,1998,0,2,0,0.0
8387,1998,1,3,0,1.0
8388,1998,1,3,1,0.0
8391,1998,0,3,0,0.0
8394,1998,0,2,1,0.0
8395,1998,0,2,1,0.0
8396,1998,0,3,1,0.0
8398,1998,1,2,0,0.0
8399,1998,0,2,1,0.0
8402,1998,0,3,0,0.0
8403,1998,0,3,1,1.0
8404,1998,0,2,0,0.0
8405,1998,0,3,1,0.0
8409,1998,0,3,1,1.0
8415,1998,0,2,0,1.0
8418,1998,0,2,1,0.0
8419,1998,0,2,1,0.0
8421,1998,0,2,0,0.0
8422,1998,1,3,0,0.0
8424,1998,0,2,1,0.0
8428,1998,1,1,1,0.0
8433,1998,1,2,0,0.0
8435,1998,0,3,0,1.0
8436,1998,0,2,0,1.0
8437,1998,0,2,0,0.0
8438,1998,0,2,1,0.0
8440,1998,0,2,1,1.0
8443,1998,0,2,0,1.0
8449,1998,0,1,0,1.0
8453,1998,0,2,0,0.0
8454,1998,0,1,0,0.0
8455,1998,0,2,1,1.0
8457,1998,0,3,1,0.0
8459,1998,0,2,1,0.0
8460,1998,0,2,0,0.0
8469,1998,0,2,1,0.0
8470,1998,0,3,1,0.0
8472,1998,0,3,1,0.0
8473,1998,0,3,1,0.0
8474,1998,0,3,1,0.0
8478,1998,0,3,0,0.0
8479,1998,0,1,1,0.0
8481,1998,0,1,0,0.0
8482,1998,0,2,0,0.0
8485,1998,1,3,1,0.0
8486,1998,0,2,1,0.0
8488,1998,0,3,1,0.0
8491,1998,0,2,0,1.0
8494,1998,1,2,1,0.0
8497,1998,0,2,1,1.0
8498,1998,0,3,1,0.0
8504,1998,0,3,1,0.0
8506,1998,0,3,1,0.0
8507,1998,0,3,0,0.0
8508,1998,0,3,0,0.0
8513,1998,1,2,1,0.0
8516,1998,0,2,1,0.0
8517,1998,0,2,1,0.0
8518,1998,0,2,1,1.0
8521,1998,0,2,0,0.0
8523,1998,0,2,1,0.0
8527,1998,0,2,1,0.0
8528,1998,0,2,0,0.0
8530,1998,0,3,1,0.0
8533,1998,0,3,0,0.0
8534,1998,0,2,1,0.0
8536,1998,0,3,1,0.0
8538,1998,0,2,1,1.0
8542,1998,0,1,1,0.0
8543,1998,0,2,1,0.0
8544,1998,0,2,1,0.0
8546,1998,1,1,1,0.0
8551,1998,0,2,1,0.0
8552,1998,0,1,1,0.0
8554,1998,1,3,1,1.0
8557,1998,0,2,1,0.0
8558,1998,1,3,1,0.0
8562,1998,0,2,0,0.0
8563,1998,0,2,0,0.0
8564,1998,0,3,1,0.0
8565,1998,0,2,1,0.0
8566,1998,0,2,0,0.0
8567,1998,1,2,1,0.0
8569,1998,1,2,1,0.0
8574,1998,1,3,1,1.0
8575,1998,0,2,0,0.0
8578,1998,0,3,0,0.0
8580,1998,0,3,1,1.0
8582,1998,1,2,1,0.0
8586,1998,0,3,1,1.0
8587,1998,1,2,0,0.0
8588,1998,0,3,1,1.0
8595,1998,0,2,1,0.0
8596,1998,0,2,1,0.0
8597,1998,0,2,1,0.0
8598,1998,0,2,0,0.0
8599,1998,0,2,1,0.0
8600,1998,0,3,1,0.0
8602,1998,1,2,0,0.0
8604,1998,0,3,1,0.0
8605,1998,1,3,1,0.0
8613,1998,0,3,1,1.0
8620,1998,0,3,0,0.0
8621,1998,0,2,0,1.0
8622,1998,0,3,1,0.0
8624,1998,0,1,1,0.0
8627,1998,0,2,0,0.0
8628,1998,1,1,0,0.0
8632,1998,0,2,1,0.0
8636,1998,0,2,1,0.0
8640,1998,0,2,1,1.0
8647,1998,0,3,1,1.0
8648,1998,0,3,0,0.0
8649,1998,1,3,0,0.0
8650,1998,0,2,1,1.0
8651,1998,0,3,1,0.0
8652,1998,0,3,1,0.0
8656,1998,0,2,0,0.0
8658,1998,0,3,0,1.0
8659,1998,0,3,1,1.0
8661,1998,0,3,1,0.0
8663,1998,0,3,1,0.0
8665,1998,0,2,0,0.0
8670,2000,1,2,1,0.0
8673,2000,0,2,1,0.0
8676,2000,0,2,0,0.0
8677,2000,0,3,0,0.0
8678,2000,1,3,1,0.0
8679,2000,0,2,0,0.0
8681,2000,1,3,0,1.0
8683,2000,0,2,0,0.0
8684,2000,1,3,0,0.0
8686,2000,0,2,0,0.0
8687,2000,1,3,1,0.0
8688,2000,0,2,0,0.0
8693,2000,0,2,1,0.0
8695,2000,0,1,1,0.0
8697,2000,1,3,1,0.0
8698,2000,1,3,1,0.0
8699,2000,0,3,1,0.0
8702,2000,0,3,0,1.0
8707,2000,1,3,1,0.0
8713,2000,0,3,1,0.0
8715,2000,0,2,0,1.0
8717,2000,0,2,1,0.0
8718,2000,1,3,0,0.0
8719,2000,0,2,1,0.0
8720,2000,0,2,0,0.0
8726,2000,0,3,1,0.0
8727,2000,0,2,1,1.0
8731,2000,0,2,0,0.0
8738,2000,1,2,1,0.0
8740,2000,0,1,1,0.0
8744,2000,0,2,1,0.0
8745,2000,0,2,1,1.0
8746,2000,1,3,1,0.0
8747,2000,1,1,0,0.0
8748,2000,1,2,1,0.0
8754,2000,0,1,0,0.0
8755,2000,0,3,0,0.0
8761,2000,0,3,1,0.0
8764,2000,1,3,0,0.0
8765,2000,0,2,0,0.0
8767,2000,0,3,0,0.0
8768,2000,0,2,0,0.0
8774,2000,0,3,0,0.0
8777,2000,0,2,1,0.0
8783,2000,0,1,1,1.0
8791,2000,0,3,0,1.0
8794,2000,0,3,0,1.0
8801,2000,0,1,1,0.0
8802,2000,1,2,1,1.0
8813,2000,0,3,1,0.0
8816,2000,0,3,1,0.0
8817,2000,0,2,0,0.0
8818,2000,0,3,0,0.0
8819,2000,0,2,1,0.0
8822,2000,0,2,1,1.0
8824,2000,0,2,0,0.0
8827,2000,0,3,0,0.0
8829,2000,0,3,1,0.0
8832,2000,0,2,0,0.0
8834,2000,0,3,1,0.0
8836,2000,0,2,1,0.0
8837,2000,0,3,0,0.0
8839,2000,1,1,0,1.0
8842,2000,0,3,0,0.0
8843,2000,0,2,0,0.0
8847,2000,0,2,1,0.0
8848,2000,0,3,0,0.0
8858,2000,0,2,1,0.0
8860,2000,0,3,1,1.0
8865,2000,1,2,1,0.0
8866,2000,0,2,1,0.0
8869,2000,0,2,1,0.0
8874,2000,0,2,0,1.0
8875,2000,0,3,1,0.0
8877,2000,0,2,0,1.0
8883,2000,0,2,1,0.0
8884,2000,0,2,0,1.0
8888,2000,0,2,0,0.0
8891,2000,0,1,0,0.0
8893,2000,0,3,1,0.0
8894,2000,1,2,1,0.0
8895,2000,0,3,1,0.0
8896,2000,1,2,0,0.0
8897,2000,0,1,1,0.0
8899,2000,0,3,0,0.0
8902,2000,0,3,0,1.0
8905,2000,0,2,1,0.0
8906,2000,0,2,1,0.0
8910,2000,0,2,1,1.0
8913,2000,0,3,1,0.0
8918,2000,0,2,0,0.0
8920,2000,0,3,1,0.0
8925,2000,0,2,0,1.0
8949,2000,0,2,0,0.0
8960,2000,1,2,1,0.0
8961,2000,0,2,0,0.0
8964,2000,0,2,1,0.0
8965,2000,0,3,1,0.0
8966,2000,0,3,1,0.0
8971,2000,0,3,0,0.0
8972,2000,0,2,1,0.0
8973,2000,1,3,0,0.0
8977,2000,1,2,0,1.0
8978,2000,0,2,0,0.0
8979,2000,0,3,1,0.0
8983,2000,0,3,0,0.0
8984,2000,0,2,1,0.0
8986,2000,0,2,0,0.0
8989,2000,0,2,0,1.0
8993,2000,1,3,0,0.0
8994,2000,0,2,0,0.0
8995,2000,1,3,0,0.0
8996,2000,0,3,0,0.0
9000,2000,1,3,1,0.0
9003,2000,1,2,1,0.0
9004,2000,1,2,1,0.0
9005,2000,0,2,0,0.0
9006,2000,0,3,1,0.0
9008,2000,0,2,1,0.0
9011,2000,0,2,1,0.0
9013,2000,0,2,1,0.0
9014,2000,0,3,0,0.0
9019,2000,1,2,0,1.0
9022,2000,0,2,1,0.0
9028,2000,0,2,0,0.0
9033,2000,0,3,0,0.0
9035,2000,0,3,1,0.0
9037,2000,0,2,0,0.0
9040,2000,0,3,1,0.0
9042,2000,0,3,1,0.0
9043,2000,0,2,1,0.0
9044,2000,0,2,1,0.0
9045,2000,0,2,1,0.0
9047,2000,0,2,0,0.0
9048,2000,0,3,1,0.0
9049,2000,0,3,1,0.0
9054,2000,0,2,1,1.0
9055,2000,1,2,1,1.0
9060,2000,0,2,0,0.0
9063,2000,0,3,1,0.0
9066,2000,0,2,1,0.0
9067,2000,0,3,1,1.0
9071,2000,1,2,1,0.0
9072,2000,0,1,1,0.0
9073,2000,1,3,0,1.0
9074,2000,0,2,1,0.0
9077,2000,0,3,1,1.0
